property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.820665,-39.027844",195.0,"$180,989.82"
house,|Brasil|Bahia|Ilhéus|,Northeast,,165.0,"$239,187.41"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.86306,-40.835654",88.0,"$107,657.74"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",82.0,"$124,820.57"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",133.0,"$249,641.14"
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",195.0,"$187,230.85"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.0051811,-38.5257172",160.0,"$99,856.45"
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",80.0,"$132,567.38"
apartment,|Brasil|Bahia|Lauro de Freitas|Jardim Aeroporto|,Northeast,"-12.852844,-38.32711",67.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",180.0,"$244,948.51"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",134.0,"$196,457.59"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",225.0,"$341,241.02"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",88.0,"$133,533.98"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",116.0,"$177,109.77"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.964468,-38.417938",110.0,"$156,425.45"
apartment,|Brasil|Bahia|Salvador|,Northeast,,130.0,"$229,457.65"
apartment,|Brasil|Bahia|Salvador|,Northeast,,172.0,"$268,637.27"
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",112.0,"$224,677.02"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973222,-38.435795",77.0,"$101,003.72"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",83.0,"$126,254.65"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973127,-38.434219",64.0,"$101,003.72"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.002883,-38.486099",156.0,"$347,200.30"
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.964468,-38.417938",87.0,"$121,700.05"
apartment,|Brasil|Bahia|Mata de São João|Praia do Forte|,Northeast,"-12.53027778,-38.29916667",67.0,"$358,859.13"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",161.0,"$371,341.19"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",156.0,"$399,501.02"
apartment,|Brasil|Bahia|Salvador|Itapuã|,Northeast,,58.0,"$99,079.76"
apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,"-12.993533,-38.526047",80.0,"$122,206.70"
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,,70.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.8517713,-38.4593508",53.0,"$95,274.91"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",130.0,"$308,930.91"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",66.0,"$134,182.11"
apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,"-12.993533,-38.526047",80.0,"$122,206.70"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.981397,-38.441444",70.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.983881,-38.470535",95.0,"$121,700.05"
apartment,|Brasil|Bahia|Salvador|Acupe de Brotas|,Northeast,"-12.993782,-38.492218",62.0,"$102,976.97"
apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,,95.0,"$121,700.05"
apartment,|Brasil|Bahia|Salvador|Acupe de Brotas|,Northeast,"-12.993782,-38.492218",62.0,"$102,976.97"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",65.0,"$98,296.19"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",145.0,"$265,243.71"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",181.0,"$392,858.70"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",181.0,"$401,522.49"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",150.0,"$352,979.77"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",150.0,"$359,730.69"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",150.0,"$363,267.17"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,,150.0,"$367,124.75"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",150.0,"$371,304.06"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",150.0,"$371,625.47"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",150.0,"$375,804.46"
apartment,|Brasil|Bahia|Salvador|Nazaré|,Northeast,"-12.977729,-38.5093",154.0,"$126,254.65"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",92.0,"$118,579.54"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,,85.0,"$118,579.54"
house,|Brasil|Bahia|Salvador|Stella Maris|,Northeast,"-12.933912,-38.344398",192.0,"$146,664.17"
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",129.0,"$124,820.57"
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",103.0,"$196,592.39"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",118.0,"$159,146.22"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,136.0,"$159,146.22"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,100.0,"$171,628.28"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",99.0,"$143,543.65"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",130.0,"$238,719.34"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",136.0,"$262,123.19"
apartment,|Brasil|Bahia|Salvador|,Northeast,,98.0,"$196,592.39"
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",60.0,"$106,097.48"
apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.981731,-38.443302",78.0,"$90,494.91"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",90.0,"$156,025.71"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",82.0,"$124,820.57"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.937969,-38.381538",68.0,"$106,097.48"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.974941,-38.440117",69.0,"$106,097.48"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.971756,-38.438103",69.0,"$78,012.85"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.970966,-38.436806",85.0,"$134,182.11"
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,,102.0,"$215,315.48"
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",143.0,"$255,882.16"
apartment,|Brasil|Bahia|Itacimirim|,Northeast,"-16.412931,-39.050011",71.0,"$145,103.91"
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",78.0,"$106,097.48"
apartment,|Brasil|Bahia|Salvador|Garcia|,Northeast,"-12.990577,-38.510612",167.0,"$198,851.08"
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.956255,-38.465279",68.0,"$121,520.10"
apartment,|Brasil|Bahia|Salvador|,Northeast,,106.0,"$88,877.60"
house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.556618,-39.237553",250.0,"$284,072.97"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",204.0,"$268,291.14"
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.950598,-38.40873",140.0,"$192,538.34"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",103.0,"$239,883.84"
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",98.0,"$236,727.47"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",78.0,"$78,909.15"
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",140.0,"$195,694.71"
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.972229,-38.501419",72.0,"$119,941.92"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",74.0,"$89,956.44"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",150.0,"$164,131.05"
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",113.0,"$230,414.74"
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.993889,-38.479481",147.0,"$347,200.30"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",103.0,"$148,349.22"
house,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.930446,-38.387676",226.0,"$329,840.28"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",135.0,"$196,592.39"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",76.0,"$82,693.62"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",135.0,"$196,592.39"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",92.0,"$118,579.54"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",85.0,"$118,579.54"
apartment,|Brasil|Bahia|Salvador|Jaguaribe|,Northeast,,166.0,"$412,981.65"
house,|Brasil|Bahia|Salvador|Stella Maris|,Northeast,"-12.933912,-38.344398",192.0,"$146,664.17"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",129.0,"$124,820.57"
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",103.0,"$196,592.39"
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,,206.0,"$331,418.47"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",105.0,"$176,756.51"
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",243.0,"$268,494.53"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",249.0,"$315,636.63"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",215.0,"$347,200.30"
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",91.0,"$236,727.47"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.971756,-38.438103",112.0,"$116,785.55"
apartment,|Brasil|Bahia|Salvador|Jaguaribe|,Northeast,"-12.94999,-38.391624",166.0,"$412,981.65"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.973127,-38.434219",76.0,"$118,579.54"
apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",113.0,"$246,196.57"
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",53.0,"$78,909.15"
apartment,|Brasil|Bahia|Salvador|Jaguaribe|,Northeast,"-12.94999,-38.391624",187.0,"$468,449.41"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.859674,-40.820404",170.0,"$249,641.14"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,,110.0,"$124,820.57"
house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.443777,-39.086625",231.0,"$343,256.56"
apartment,|Brasil|Bahia|Salvador|Jaguaribe|,Northeast,"-12.94999,-38.391624",187.0,"$468,449.41"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9974576,-38.5235011",75.0,"$115,459.02"
apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.981397,-38.441444",80.0,"$99,425.54"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",137.0,"$152,905.19"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",63.0,"$135,742.37"
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",88.0,"$94,690.99"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",123.0,"$234,038.56"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",90.0,"$215,315.48"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",149.0,"$166,947.51"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",110.0,"$140,423.14"
apartment,|Brasil|Bahia|Salvador|Piatã|,Northeast,,180.0,"$186,225.61"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,,86.0,"$87,374.39"
house,|Brasil|Bahia|Barreiras|,Northeast,"-12.154827,-45.00736",220.0,"$187,230.85"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.855744,-40.819691",100.0,"$131,061.59"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.861937,-40.834869",105.0,"$137,302.62"
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",207.0,"$372,451.23"
apartment,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.949139,-38.392117",180.0,"$186,225.61"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",118.0,"$230,918.05"
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009875,-38.481541",140.0,"$171,628.28"
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",55.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9989637,-38.4983503",69.0,"$109,217.99"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.862853,-40.816868",90.0,"$121,700.05"
house,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.556618,-39.237553",92.0,"$78,012.85"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.855744,-40.819691",90.0,"$109,217.99"
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,"-12.852844,-38.32711",172.0,"$180,989.82"
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",80.0,"$126,254.65"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,212.0,"$290,385.70"
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",70.0,"$99,425.54"
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",139.0,"$265,134.77"
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.958966,-38.405651",140.0,"$183,069.25"
apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",113.0,"$242,566.75"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",187.0,"$514,884.85"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",187.0,"$520,800.45"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",187.0,"$520,800.45"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",187.0,"$520,800.45"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",187.0,"$505,018.62"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.861924,-40.844535",102.0,"$118,579.54"
apartment,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.407278,-39.050184",120.0,"$81,133.37"
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",166.0,"$343,256.56"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",116.0,"$119,941.92"
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",92.0,"$145,192.85"
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",96.0,"$132,567.38"
apartment,|Brasil|Bahia|Salvador|Campo Grande|,Northeast,"-12.993533,-38.526047",230.0,"$410,327.63"
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.833973,-39.029174",124.0,"$171,628.28"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,130.0,"$140,423.14"
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",130.0,"$252,509.31"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",61.0,"$193,471.88"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-13.000443,-38.45739",145.0,"$309,323.90"
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,,220.0,"$284,072.97"
apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.13935,-45.014972",245.0,"$468,077.13"
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.816834,-39.025422",83.0,"$82,693.62"
apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.147748,-44.995347",112.0,"$187,230.85"
house,|Brasil|Bahia|Salvador|,Northeast,"-12.9858557,-38.5115344",180.0,"$95,175.37"
house,|Brasil|Bahia|Camaçari|,Northeast,"-12.6080512,-38.3162692",200.0,"$134,178.99"
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.862555,-40.829413",72.0,"$106,097.48"
apartment,|Brasil|Bahia|Barreiras|,Northeast,"-12.141528,-44.996245",147.0,"$218,435.99"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",77.0,"$116,785.55"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",182.0,"$436,871.99"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.974941,-38.440117",70.0,"$109,217.99"
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",132.0,"$234,038.56"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",63.0,"$88,378.25"
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",65.0,"$83,164.82"
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",87.0,"$102,736.06"
apartment,|Brasil|Bahia|Salvador|Praia do Flamengo|,Northeast,"-12.920561,-38.318233",60.0,"$78,012.85"
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,"-12.852844,-38.32711",251.0,"$218,435.99"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.970966,-38.436806",72.0,"$85,703.40"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",181.0,"$396,787.11"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",150.0,"$356,509.39"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",142.0,"$209,886.10"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",123.0,"$180,992.32"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",142.0,"$209,886.10"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",123.0,"$180,992.32"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$106,608.62"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$103,356.73"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$106,608.62"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$106,608.62"
apartment,|Brasil|Bahia|Salvador|Acupe de Brotas|,Northeast,"-12.993782,-38.492218",60.0,"$81,133.37"
apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.987189,-38.470947",77.0,"$121,388.00"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.98223,-38.43898",63.0,"$108,281.84"
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9419975,-38.4125249",70.0,"$199,712.91"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.974941,-38.440117",64.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",73.0,"$184,110.34"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",78.0,"$104,537.22"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.962178,-38.431129",65.0,"$118,579.54"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.971897,-38.439224",90.0,"$127,941.08"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",181.0,"$411,907.88"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",90.0,"$140,423.14"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.949139,-38.392117",170.0,"$249,641.14"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",219.0,"$199,712.91"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",217.0,"$259,002.68"
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,,60.0,"$79,573.11"
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.974552,-38.496819",75.0,"$92,991.32"
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.956255,-38.465279",69.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9941,-38.504044",67.0,"$131,061.59"
apartment,|Brasil|Bahia|Salvador|Parque Bela Vista|,Northeast,"-12.987189,-38.470947",77.0,"$121,388.00"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",90.0,"$140,423.14"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",217.0,"$259,002.68"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",219.0,"$199,712.91"
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,,75.0,"$92,991.32"
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.956255,-38.465279",69.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",78.0,"$104,537.22"
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",73.0,"$184,110.34"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9941,-38.504044",67.0,"$131,061.59"
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,,63.0,"$108,281.84"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.949139,-38.392117",170.0,"$249,641.14"
apartment,|Brasil|Bahia|Salvador|Acupe de Brotas|,Northeast,"-12.993782,-38.492218",60.0,"$81,133.37"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.974941,-38.440117",64.0,"$84,253.88"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,,65.0,"$118,579.54"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.971897,-38.439224",90.0,"$127,941.08"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.970966,-38.436806",72.0,"$85,703.40"
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",60.0,"$79,573.11"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",181.0,"$411,907.88"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",181.0,"$396,787.11"
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",150.0,"$356,509.39"
apartment,|Brasil|Bahia|Salvador|,Northeast,,123.0,"$180,992.32"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",142.0,"$209,886.10"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$106,608.62"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$103,356.73"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$106,608.62"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",72.0,"$106,608.62"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",142.0,"$209,886.10"
apartment,|Brasil|Bahia|Salvador|,Northeast,,123.0,"$180,992.32"
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",172.0,"$308,930.91"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,110.0,"$234,038.56"
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",195.0,"$499,282.28"
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.950598,-38.40873",195.0,"$390,064.28"
house,|Brasil|Bahia|Lauro de Freitas|Miragem|,Northeast,"-12.852844,-38.32711",155.0,"$177,869.31"
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,,124.0,"$132,621.85"
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",88.0,"$109,217.99"
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",113.0,"$218,435.99"
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,,125.0,"$151,505.58"
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",88.0,"$123,260.31"
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.968704,-38.435516",80.0,"$102,976.97"
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.968704,-38.435516",80.0,"$102,976.97"
house,|Brasil|Bahia|Lauro de Freitas|Vilas do Atlântico|,Northeast,"-12.852844,-38.32711",240.0,"$249,641.14"
