property_type,state,region,lat,lon,area_m2,price_brl
house,Rio Grande do Sul,South,-30.081381,-51.205845,112.0,408179.39
apartment,Rio Grande do Sul,South,-30.025932,-51.197933,120.0,793511.5
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,110.0,706716.72
apartment,Rio Grande do Sul,South,-29.6873064,-53.8154769,,314410.19
apartment,Rio Grande do Sul,South,-29.680191,-53.8090266,75.0,272590.73
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,101.0,343262.39
house,Rio Grande do Sul,South,-29.89617,-51.163769,,545181.47
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,74.0,418982.05
house,Rio Grande do Sul,South,-29.912743,-50.994072,94.0,364316.6
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,108.0,464413.85
house,Rio Grande do Sul,South,-30.028967,-51.151142,118.0,580517.3
apartment,Rio Grande do Sul,South,-30.018824,-51.169468,68.0,343262.39
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,97.0,757196.48
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,198.0,1391389.97
apartment,Rio Grande do Sul,South,-30.005791,-51.160793,98.0,408886.09
house,Rio Grande do Sul,South,-30.130671,-51.22604,169.0,479101.27
apartment,Rio Grande do Sul,South,-30.031719,-51.207718,,302878.6
apartment,Rio Grande do Sul,South,-29.6894084494,-53.8084427571,66.0,339363.39
apartment,Rio Grande do Sul,South,-30.048101,-51.171612,62.0,454317.88
house,Rio Grande do Sul,South,-30.111597,-51.243599,115.0,383646.22
apartment,Rio Grande do Sul,South,-30.03253,-51.190845,,867242.39
apartment,Rio Grande do Sul,South,-29.1670966578,-51.5065441788,,540133.5
apartment,Rio Grande do Sul,South,-30.0353388,-51.2000099,154.0,1504297.06
apartment,Rio Grande do Sul,South,-30.008112,-51.162083,,494701.71
house,Rio Grande do Sul,South,-30.000748,-51.146332,144.0,494701.71
apartment,Rio Grande do Sul,South,-30.044764,-51.205509,63.0,329382.13
apartment,Rio Grande do Sul,South,-30.040466,-51.182224,91.0,836430.98
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,127.0,1112481.17
house,Rio Grande do Sul,South,-29.7822389346,-51.135392189,198.0,1211514.4
apartment,Rio Grande do Sul,South,-30.05298,-51.193569,64.0,499780.99
apartment,Rio Grande do Sul,South,-30.077038,-51.243752,120.0,454317.88
house,Rio Grande do Sul,South,-29.7671527378,-51.1161661148,188.0,424030.02
house,Rio Grande do Sul,South,-30.1445407,-51.2180544,196.0,693698.74
apartment,Rio Grande do Sul,South,-29.6923754,-53.8182337,75.0,292782.63
apartment,Rio Grande do Sul,South,-30.030844,-51.234386,59.0,323070.49
apartment,Rio Grande do Sul,South,-30.104361,-51.252487,63.0,434125.98
house,Rio Grande do Sul,South,-30.005852,-51.1311,,793511.5
apartment,Rio Grande do Sul,South,-30.031057,-51.154961,,1247659.6
apartment,Rio Grande do Sul,South,-30.104361,-51.252487,64.0,524989.57
apartment,Rio Grande do Sul,South,-30.034859,-51.144165,79.0,593885.94
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,83.0,418982.05
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,62.0,514893.61
apartment,Rio Grande do Sul,South,-29.7063704,-53.7222111,71.0,367492.68
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,68.0,758577.03
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,82.0,339363.39
apartment,Rio Grande do Sul,South,-30.03689,-51.199066,66.0,272590.73
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,74.0,403838.12
apartment,Rio Grande do Sul,South,-29.9154822,-51.182234,187.0,329382.13
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,133.0,1347472.36
apartment,Rio Grande do Sul,South,-29.683152,-53.8145169,56.0,268960.23
house,Rio Grande do Sul,South,-30.052778,-51.207214,119.0,563942.12
house,Rio Grande do Sul,South,-29.7046143,-53.7253309,230.0,1312473.95
apartment,Rio Grande do Sul,South,-30.072315,-51.196423,231.0,641883.91
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,78.0,454317.88
apartment,Rio Grande do Sul,South,-29.6863402961,-53.8203279233,78.0,372742.58
apartment,Rio Grande do Sul,South,-30.098846,-51.240437,86.0,309419.57
apartment,Rio Grande do Sul,South,-29.6879273,-53.7993577,82.0,329128.07
house,Rio Grande do Sul,South,-30.088015,-51.237003,118.0,439173.95
apartment,Rio Grande do Sul,South,-30.070765,-51.163197,53.0,241293.26
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,79.0,419213.6
apartment,Rio Grande do Sul,South,-29.3316956882,-49.7226247328,90.0,514893.61
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,86.0,655227.35
apartment,Rio Grande do Sul,South,-30.064632,-51.231522,82.0,403838.12
apartment,Rio Grande do Sul,South,-30.101278,-51.237732,60.0,339198.7
apartment,Rio Grande do Sul,South,-30.0577085,-51.2286281,120.0,743605.12
apartment,Rio Grande do Sul,South,-30.03301,-51.231701,,282686.67
apartment,Rio Grande do Sul,South,-30.080242,-51.225227,107.0,406866.9
house,Rio Grande do Sul,South,-30.021929,-51.191223,179.0,1211514.4
house,Rio Grande do Sul,South,-30.030588,-51.138939,96.0,403838.12
apartment,Rio Grande do Sul,South,-30.0941533,-51.2306068,78.0,282686.67
house,Rio Grande do Sul,South,-29.680903,-51.1107789,200.0,444221.95
house,Rio Grande do Sul,South,-30.05175,-51.182068,,963193.2
apartment,Rio Grande do Sul,South,-30.05051,-51.188564,75.0,565373.37
apartment,Rio Grande do Sul,South,-29.7052783,-53.7238311,90.0,444221.95
house,Rio Grande do Sul,South,-29.7507017,-51.0947323,,252398.8
house,Rio Grande do Sul,South,-30.1490419,-51.2078931,121.0,403838.12
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,69.0,336195.25
apartment,Rio Grande do Sul,South,-30.034859,-51.144165,138.0,898539.83
apartment,Rio Grande do Sul,South,-30.002981,-51.189289,74.0,630997.06
apartment,Rio Grande do Sul,South,-30.031057,-51.154961,70.0,592911.11
apartment,Rio Grande do Sul,South,-30.005852,-51.1311,55.0,323070.49
apartment,Rio Grande do Sul,South,-29.696026,-53.7951505,159.0,489082.54
apartment,Rio Grande do Sul,South,-30.019997,-51.170139,98.0,449157.45
apartment,Rio Grande do Sul,South,-29.176819,-51.218689,71.0,350111.23
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,103.0,768558.29
apartment,Rio Grande do Sul,South,-30.056608,-51.167461,76.0,393742.15
apartment,Rio Grande do Sul,South,-29.7029367,-53.7162876,73.0,401000.16
house,Rio Grande do Sul,South,-30.0721267,-51.0709285,208.0,656236.96
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,141.0,637304.51
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,89.0,312974.53
apartment,Rio Grande do Sul,South,-29.701227,-53.758663,88.0,279475.72
apartment,Rio Grande do Sul,South,-30.111597,-51.243599,88.0,392732.58
apartment,Rio Grande do Sul,South,-30.029299,-51.223511,,267542.73
apartment,Rio Grande do Sul,South,-29.7017617,-53.7067419,125.0,294447.66
apartment,Rio Grande do Sul,South,-30.031979,-51.233303,86.0,373550.26
apartment,Rio Grande do Sul,South,-29.7050498,-53.8159793,89.0,402828.51
house,Rio Grande do Sul,South,-29.7728595,-51.1359915,119.0,642102.63
apartment,Rio Grande do Sul,South,-30.0517501,-51.1820694,166.0,628820.41
house,Rio Grande do Sul,South,-30.080242,-51.225227,162.0,705707.14
house,Rio Grande do Sul,South,-30.069269,-51.166512,68.0,294447.66
house,Rio Grande do Sul,South,-29.7093884266,-53.7328899532,141.0,489653.71
apartment,Rio Grande do Sul,South,-30.023415,-51.20953,118.0,463404.24
apartment,Rio Grande do Sul,South,-30.051926,-51.196819,65.0,391449.36
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,202.0,757196.48
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,117.0,726908.65
apartment,Rio Grande do Sul,South,-30.031719,-51.207718,63.0,549219.86
apartment,Rio Grande do Sul,South,-29.7065207,-53.7229695,62.0,339363.39
apartment,Rio Grande do Sul,South,-30.0224742,-51.2067382,163.0,796505.87
apartment,Rio Grande do Sul,South,-30.03548,-51.191505,81.0,464413.85
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,56.0,269494.46
apartment,Rio Grande do Sul,South,-30.049242,-51.16972,73.0,287734.66
apartment,Rio Grande do Sul,South,-30.032206,-51.227306,102.0,383646.22
apartment,Rio Grande do Sul,South,-30.0357806,-51.2228738,,419113.8
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,,252398.8
apartment,Rio Grande do Sul,South,-29.981264,-51.185822,65.0,282686.67
apartment,Rio Grande do Sul,South,-30.036165,-51.189587,,464129.36
house,Rio Grande do Sul,South,-29.99995,-51.19146,147.0,685955.44
house,Rio Grande do Sul,South,-30.0740578,-51.2160919,122.0,398790.15
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,89.0,806666.67
apartment,Rio Grande do Sul,South,-29.3348837,-49.7331459,150.0,658644.48
apartment,Rio Grande do Sul,South,-29.683651,-53.8176003,59.0,252398.8
apartment,Rio Grande do Sul,South,-30.031361,-51.15786,125.0,1009595.32
apartment,Rio Grande do Sul,South,-30.065382,-51.196617,62.0,318022.53
apartment,Rio Grande do Sul,South,-30.128674,-51.234386,161.0,595661.23
apartment,Rio Grande do Sul,South,-30.031057,-51.154961,164.0,1312473.95
house,Rio Grande do Sul,South,-29.7031504,-53.7884548,95.0,353358.36
apartment,Rio Grande do Sul,South,-30.03035,-51.191677,,555277.43
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,,484091.92
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,75.0,301868.99
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,66.0,473112.5
house,Rio Grande do Sul,South,-30.0444196,-51.0000194,70.0,423206.12
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,65.0,439371.85
apartment,Rio Grande do Sul,South,-30.050106,-51.189552,72.0,719084.11
house,Rio Grande do Sul,South,-29.7098528,-53.7280093,132.0,475869.34
apartment,Rio Grande do Sul,South,-30.0175164,-51.1820694,116.0,668745.53
apartment,Rio Grande do Sul,South,-29.76329,-50.0188603,116.0,585565.3
apartment,Rio Grande do Sul,South,-30.030844,-51.234386,,288458.89
house,Rio Grande do Sul,South,-29.6885169,-52.4383884,206.0,252398.8
house,Rio Grande do Sul,South,-30.005852,-51.1311,,499749.67
apartment,Rio Grande do Sul,South,-30.042521,-51.225136,66.0,475041.9
apartment,Rio Grande do Sul,South,-30.049339,-51.199142,70.0,402245.44
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,69.0,555277.43
apartment,Rio Grande do Sul,South,-30.119474,-51.250092,111.0,577915.91
apartment,Rio Grande do Sul,South,-30.024433,-51.203426,143.0,934885.27
apartment,Rio Grande do Sul,South,-30.051098,-51.216896,83.0,789259.47
apartment,Rio Grande do Sul,South,-29.703987,-53.723953,63.0,297442.03
apartment,Rio Grande do Sul,South,-29.7032802,-52.4294344,201.0,555277.43
apartment,Rio Grande do Sul,South,-30.018183,-51.155926,130.0,993137.02
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,95.0,648782.97
house,Rio Grande do Sul,South,-30.039631,-51.119343,,499749.67
apartment,Rio Grande do Sul,South,-30.05295,-51.227242,69.0,761571.4
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,91.0,788520.85
apartment,Rio Grande do Sul,South,-30.106045,-51.23962,68.0,353358.36
apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,84.0,246537.53
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,69.0,474509.81
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,63.0,498065.71
apartment,Rio Grande do Sul,South,-30.035332,-51.135017,74.0,484605.74
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,94.0,757196.48
apartment,Rio Grande do Sul,South,-30.0208245899,-51.2022077693,71.0,371303.49
apartment,Rio Grande do Sul,South,-30.011225,-51.17012,,499749.67
apartment,Rio Grande do Sul,South,-29.6981289,-53.8037744,81.0,251528.14
apartment,Rio Grande do Sul,South,-30.045439,-51.203999,73.0,514893.61
apartment,Rio Grande do Sul,South,-29.7043260132,-53.7187765222,84.0,398252.92
apartment,Rio Grande do Sul,South,-30.045994,-51.18853,87.0,686524.82
apartment,Rio Grande do Sul,South,-30.04143,-51.186394,80.0,444166.8
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,107.0,757196.48
apartment,Rio Grande do Sul,South,-30.038136,-51.188606,65.0,504263.57
apartment,Rio Grande do Sul,South,-29.6853867,-53.8011327,128.0,262494.77
apartment,Rio Grande do Sul,South,-29.815346,-50.070118,86.0,646140.99
apartment,Rio Grande do Sul,South,-30.00281,-51.151859,140.0,706716.72
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,,343262.39
house,Rio Grande do Sul,South,-29.6936498206,-52.4098162275,176.0,403838.12
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,193.0,903305.55
apartment,Rio Grande do Sul,South,-29.981264,-51.185822,58.0,254422.72
apartment,Rio Grande do Sul,South,-30.004568,-51.16246,54.0,302878.6
house,Rio Grande do Sul,South,-30.161753,-51.161156,127.0,509045.09
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,69.0,424030.02
house,Rio Grande do Sul,South,-30.1455686,-51.1662654,121.0,454317.88
apartment,Rio Grande do Sul,South,-30.104027,-51.230244,59.0,300859.38
apartment,Rio Grande do Sul,South,-30.120537,-51.225018,,246321.05
apartment,Rio Grande do Sul,South,-30.031996,-51.19252,149.0,1572051.09
apartment,Rio Grande do Sul,South,-30.031057,-51.154961,67.0,492076.94
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,83.0,333166.46
apartment,Rio Grande do Sul,South,-29.7004374,-53.814094,60.0,280667.49
apartment,Rio Grande do Sul,South,-30.038136,-51.188606,63.0,496761.29
apartment,Rio Grande do Sul,South,-30.023415,-51.20953,84.0,333166.46
house,Rio Grande do Sul,South,-30.017471,-51.132607,102.0,426150.18
house,Rio Grande do Sul,South,-30.005585,-51.150459,241.0,1615352.55
apartment,Rio Grande do Sul,South,-29.924559,-51.182068,124.0,737004.58
apartment,Rio Grande do Sul,South,-30.034742,-51.232037,93.0,494701.71
apartment,Rio Grande do Sul,South,-33.692432,-53.462025,111.0,454148.07
house,Rio Grande do Sul,South,-29.6945535984,-53.7622259884,139.0,511360.02
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,111.0,302878.6
house,Rio Grande do Sul,South,-30.0331147,-51.1565618,128.0,489082.54
house,Rio Grande do Sul,South,-29.981264,-51.185822,69.0,259513.19
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,,575469.33
apartment,Rio Grande do Sul,South,-30.094461,-51.221725,58.0,267542.73
apartment,Rio Grande do Sul,South,-29.171028,-51.219421,87.0,267772.68
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,83.0,1137865.54
apartment,Rio Grande do Sul,South,-29.6922931,-53.8163917,104.0,545181.47
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,190.0,1292282.02
apartment,Rio Grande do Sul,South,-30.081381,-51.205845,67.0,397254.79
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,169.0,1100458.91
apartment,Rio Grande do Sul,South,-30.072315,-51.196423,71.0,560947.75
apartment,Rio Grande do Sul,South,-29.683152,-53.8145169,56.0,277638.7
apartment,Rio Grande do Sul,South,-30.088015,-51.237003,115.0,321051.31
house,Rio Grande do Sul,South,-30.0953082,-50.9770158,250.0,307423.29
house,Rio Grande do Sul,South,-29.8824807,-51.1467379,121.0,300859.38
apartment,Rio Grande do Sul,South,-29.94697,-51.081474,90.0,312873.58
apartment,Rio Grande do Sul,South,-30.024611,-51.219997,63.0,241293.26
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,135.0,1638102.53
house,Rio Grande do Sul,South,-30.156542,-51.221935,163.0,883343.0
apartment,Rio Grande do Sul,South,-30.019669,-51.200359,169.0,1241802.26
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,108.0,479101.27
apartment,Rio Grande do Sul,South,-30.020849,-51.158176,100.0,1097940.43
house,Rio Grande do Sul,South,-29.7762047286,-51.0980129242,70.0,267542.73
apartment,Rio Grande do Sul,South,-30.050968,-51.202202,94.0,668745.53
house,Rio Grande do Sul,South,-30.160482,-51.225506,123.0,418982.05
apartment,Rio Grande do Sul,South,-30.031609,-51.166382,67.0,529007.65
apartment,Rio Grande do Sul,South,-29.701227,-53.758663,88.0,290954.21
house,Rio Grande do Sul,South,-30.096504,-51.240231,120.0,398790.15
apartment,Rio Grande do Sul,South,-30.046341,-51.198322,110.0,479101.27
apartment,Rio Grande do Sul,South,-30.0481132,-51.1928695,83.0,648782.97
apartment,Rio Grande do Sul,South,-30.028957,-51.216175,171.0,748595.73
apartment,Rio Grande do Sul,South,-29.7513481,-50.0119857,60.0,284466.37
apartment,Rio Grande do Sul,South,-30.018183,-51.155926,94.0,999499.39
apartment,Rio Grande do Sul,South,-30.110353,-51.223923,89.0,769556.41
house,Rio Grande do Sul,South,-30.1519897,-51.1722142,199.0,848408.53
house,Rio Grande do Sul,South,-30.03689,-51.199066,,1009595.32
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,105.0,876356.1
house,Rio Grande do Sul,South,-30.090792,-51.223923,,805657.06
apartment,Rio Grande do Sul,South,-30.026922,-51.211262,65.0,430087.59
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,90.0,448159.33
apartment,Rio Grande do Sul,South,-29.6989123,-53.8108125,103.0,464413.85
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,105.0,1161034.64
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,87.0,548970.21
house,Rio Grande do Sul,South,-29.7117448,-53.8238308,197.0,374559.86
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,88.0,321051.31
apartment,Rio Grande do Sul,South,-30.049421,-51.162083,73.0,302878.6
apartment,Rio Grande do Sul,South,-29.7049749,-53.8101659,,424030.02
apartment,Rio Grande do Sul,South,-30.030844,-51.234386,84.0,357329.71
apartment,Rio Grande do Sul,South,-30.019882,-51.159306,68.0,403838.12
apartment,Rio Grande do Sul,South,-30.078871,-51.237934,131.0,748595.73
house,Rio Grande do Sul,South,-30.113283,-51.202099,63.0,240788.46
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,68.0,469120.01
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,67.0,474509.81
apartment,Rio Grande do Sul,South,-30.029264,-51.191223,110.0,728633.21
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,69.0,279475.72
house,Rio Grande do Sul,South,-29.7127534,-53.7862086,90.0,319400.84
house,Rio Grande do Sul,South,-30.130329,-51.229183,178.0,533000.18
house,Rio Grande do Sul,South,-30.161753,-51.161156,178.0,618839.15
apartment,Rio Grande do Sul,South,-30.047504,-51.204636,60.0,323070.49
house,Rio Grande do Sul,South,-30.014658,-51.13533,139.0,628820.41
apartment,Rio Grande do Sul,South,-30.105785,-51.250889,133.0,494701.71
house,Rio Grande do Sul,South,-30.084679,-51.202564,246.0,1009595.32
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,66.0,454317.88
apartment,Rio Grande do Sul,South,-29.3381496847,-49.7269210011,110.0,632410.52
house,Rio Grande do Sul,South,-30.005852,-51.1311,,586645.47
apartment,Rio Grande do Sul,South,-30.049339,-51.199142,,529007.65
apartment,Rio Grande do Sul,South,-30.039001,-51.18441,163.0,787484.34
house,Rio Grande do Sul,South,-30.158951,-51.216072,,449157.45
apartment,Rio Grande do Sul,South,-29.6980178959,-53.8172392386,68.0,262064.4
apartment,Rio Grande do Sul,South,-30.008984,-51.20121,66.0,514893.61
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,54.0,272590.73
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,107.0,484605.74
apartment,Rio Grande do Sul,South,-29.99622,-51.135017,82.0,349344.66
house,Rio Grande do Sul,South,-30.055239,-51.191807,168.0,524989.57
house,Rio Grande do Sul,South,-30.005852,-51.1311,149.0,639073.85
house,Rio Grande do Sul,South,-30.160891,-51.190681,130.0,429194.89
apartment,Rio Grande do Sul,South,-30.012959,-51.192722,128.0,766562.05
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,56.0,639856.74
apartment,Rio Grande do Sul,South,-30.022408,-51.182068,197.0,1447285.12
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,101.0,588895.33
house,Rio Grande do Sul,South,-30.105619,-51.242771,199.0,499063.83
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,92.0,605757.2
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,62.0,264503.81
house,Rio Grande do Sul,South,-29.99527,-51.116348,224.0,1277603.42
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,122.0,706716.72
apartment,Rio Grande do Sul,South,-30.04974,-51.193836,93.0,748595.73
apartment,Rio Grande do Sul,South,-30.03253,-51.190845,104.0,688708.09
apartment,Rio Grande do Sul,South,-30.058907,-51.155373,130.0,464413.85
apartment,Rio Grande do Sul,South,-29.7024361,-52.4391874,100.0,338246.73
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,80.0,553258.22
apartment,Rio Grande do Sul,South,-30.022511,-51.161591,122.0,1261994.16
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,97.0,553960.86
apartment,Rio Grande do Sul,South,-29.6913794,-53.8118334,114.0,575469.33
house,Rio Grande do Sul,South,-29.7662929,-51.1271982,223.0,1403337.51
apartment,Rio Grande do Sul,South,-30.101278,-51.237732,60.0,325619.17
house,Rio Grande do Sul,South,-30.150076,-51.213417,198.0,688708.09
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,66.0,418185.47
house,Rio Grande do Sul,South,-30.161716,-51.202991,166.0,668745.53
apartment,Rio Grande do Sul,South,-30.075409,-51.168831,99.0,292782.63
apartment,Rio Grande do Sul,South,-29.6780617,-53.8093494,71.0,299438.28
apartment,Rio Grande do Sul,South,-29.6867291,-53.7973967,154.0,596398.25
house,Rio Grande do Sul,South,-30.068159,-51.229153,228.0,898539.83
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,78.0,359325.95
house,Rio Grande do Sul,South,-30.05175,-51.182068,213.0,1053024.7
apartment,Rio Grande do Sul,South,-33.692432,-53.462025,90.0,359325.95
house,Rio Grande do Sul,South,-29.7650246,-51.1215081,,1211514.4
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,78.0,608857.86
apartment,Rio Grande do Sul,South,-30.076696,-51.23962,100.0,932445.89
apartment,Rio Grande do Sul,South,-30.015921,-51.13546,122.0,648782.97
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,106.0,638801.71
house,Rio Grande do Sul,South,-30.088226,-51.069729,150.0,444665.88
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,54.0,404241.69
apartment,Rio Grande do Sul,South,-30.059706,-51.176842,71.0,262494.77
apartment,Rio Grande do Sul,South,-30.113007,-51.219631,57.0,287734.66
apartment,Rio Grande do Sul,South,-30.0100611,-51.1724037,112.0,307423.29
apartment,Rio Grande do Sul,South,-30.019669,-51.200359,186.0,1075004.77
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,74.0,454317.88
apartment,Rio Grande do Sul,South,-29.3373453416,-49.7288736492,,545181.47
apartment,Rio Grande do Sul,South,-30.1589829,-51.1813661,81.0,338864.32
apartment,Rio Grande do Sul,South,-30.019232,-51.168354,154.0,772340.41
house,Rio Grande do Sul,South,-30.106369,-51.242462,190.0,656236.96
apartment,Rio Grande do Sul,South,-30.061272,-51.195316,,388271.65
house,Rio Grande do Sul,South,-30.084469,-51.212692,195.0,798502.15
apartment,Rio Grande do Sul,South,-30.084469,-51.212692,134.0,519026.39
apartment,Rio Grande do Sul,South,-30.077648,-51.206123,108.0,484605.74
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,104.0,837964.14
apartment,Rio Grande do Sul,South,-30.110956,-51.253216,106.0,723642.56
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,82.0,509793.69
apartment,Rio Grande do Sul,South,-30.088345,-51.2486,79.0,1447285.12
apartment,Rio Grande do Sul,South,-29.8885065,-51.1666191,64.0,280869.41
house,Rio Grande do Sul,South,-29.33136,-49.803558,120.0,254522.54
apartment,Rio Grande do Sul,South,-33.692432,-53.462025,73.0,319400.84
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,109.0,666332.92
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,71.0,684715.56
apartment,Rio Grande do Sul,South,-29.712368761,-53.7380729482,100.0,319400.84
apartment,Rio Grande do Sul,South,-30.040722,-51.21077,70.0,419213.6
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,66.0,558951.47
apartment,Rio Grande do Sul,South,-29.6853867,-53.8011327,106.0,383646.22
house,Rio Grande do Sul,South,-30.161716,-51.202991,122.0,494701.71
apartment,Rio Grande do Sul,South,-30.024878,-51.204952,144.0,818464.67
apartment,Rio Grande do Sul,South,-29.6829601,-53.8073542,140.0,494701.71
apartment,Rio Grande do Sul,South,-30.060022,-51.167828,60.0,434185.54
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,103.0,706716.72
apartment,Rio Grande do Sul,South,-30.053726,-51.201077,181.0,637803.59
apartment,Rio Grande do Sul,South,-30.016413,-51.196453,126.0,449157.45
apartment,Rio Grande do Sul,South,-30.080242,-51.225227,,417217.35
apartment,Rio Grande do Sul,South,-30.05051,-51.188564,69.0,543979.56
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,65.0,418982.05
apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,87.0,252526.3
apartment,Rio Grande do Sul,South,-30.0228323,-51.1537003,,259513.19
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,57.0,706716.72
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,72.0,569752.54
apartment,Rio Grande do Sul,South,-30.049339,-51.199142,63.0,424030.02
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,80.0,595661.23
apartment,Rio Grande do Sul,South,-30.088015,-51.237003,64.0,261485.16
apartment,Rio Grande do Sul,South,-29.70682,-53.8195954,68.0,271490.7
apartment,Rio Grande do Sul,South,-30.038136,-51.188606,62.0,442170.56
apartment,Rio Grande do Sul,South,-30.067726,-51.217381,74.0,379288.51
house,Rio Grande do Sul,South,-29.7046212,-53.7245716,126.0,673736.18
apartment,Rio Grande do Sul,South,-30.018183,-51.155926,,385665.4
apartment,Rio Grande do Sul,South,-30.045778,-51.171303,68.0,353358.36
apartment,Rio Grande do Sul,South,-29.7648866,-51.1146889,,252398.8
apartment,Rio Grande do Sul,South,-30.104027,-51.230244,67.0,287734.66
house,Rio Grande do Sul,South,-30.07863,-51.128876,199.0,988146.4
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,63.0,323070.49
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,62.0,278648.31
apartment,Rio Grande do Sul,South,-29.7018978,-53.7239333,104.0,439173.95
house,Rio Grande do Sul,South,-30.027607,-51.214512,,555277.43
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,114.0,858156.04
apartment,Rio Grande do Sul,South,-30.059622,-51.218689,65.0,323070.49
apartment,Rio Grande do Sul,South,-29.7059016,-53.7167863,169.0,613848.5
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,105.0,918277.46
apartment,Rio Grande do Sul,South,-29.7004374,-53.814094,125.0,578914.03
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,,896520.65
apartment,Rio Grande do Sul,South,-30.070068,-51.192532,184.0,743605.12
house,Rio Grande do Sul,South,-30.023142,-51.114117,,648782.97
